id,title,summary,full_text,link,source,category,subcategory,location,impact,severity,keywords,timestamp,processed_at
1765373989036,Kolonna Pradeshiya Sabhas budget defeated for the second time,"The annual budget of the Kolonna Pradeshiya Sabha, which is controlled by the National Peoples Power (NPP), has been defeated for the second time. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115828/kolonna-pradeshiya-sabhas-budget-defeated-for-the-second-time,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T19:09:49.036279,2025-12-10T19:09:49.036329
1765373989037,Family dog assists in locating bodies of seven victims in Ambokka landslide,"Highlands surrounding the Ambokka village within the Pallepola Divisional Secretariat area in Matale, have reportedly become increasingly unstable following recent heavy rains. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115827/family-dog-assists-in-locating-bodies-of-seven-victims-in-ambokka-landslide,ada_derana,weather,rainfall_alerts,Sri Lanka,Weather advisory in effect. Minor inconveniences possible.,low,[],2025-12-10T19:09:49.036983,2025-12-10T19:09:49.037023
1765373989037,H-1B visa appointments postponed for many Indians amid US Social Media rules,The US State Departments new social media vetting policy has triggered massive disruptions for H-1B visa applicants in India as many appointments have been postponed to next year. The US Embassy in India issued an advisory to the visa applicants on Tuesday night. MORE..,LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115826/h-1b-visa-appointments-postponed-for-many-indians-amid-us-social-media-rules,ada_derana,government,government_general,Sri Lanka,Policy changes announced. Impact on services expected.,medium,[],2025-12-10T19:09:49.037502,2025-12-10T19:09:49.037541
1765373989038,Google Maps begins updating Sri Lankas road network  Minister,"Google Maps has commenced updating information pertaining Sri Lankas road network covering around 12,000 kilometers, Minister of Transport Bimal Ratnayake has stated. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115825/google-maps-begins-updating-sri-lankas-road-network-minister,ada_derana,traffic,bus_issues,Sri Lanka,Traffic information update for public awareness.,info,[],2025-12-10T19:09:49.038476,2025-12-10T19:09:49.038510
1765373989039,"Rebuilding Sri Lanka Fund receives Rs. 1,893 million thus far","The Rebuilding Sri Lanka programme, initiated to restore the country following the damage caused by Cyclone Ditwah, has received a total of Rs. 1,893 million in funding from domestic sources, overseas Sri Lankans, and various institutions, the Secretary to the Ministry of Finance, Dr. Harshana Suriyapperuma has stated. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115824/rebuilding-sri-lanka-fund-receives-rs-1893-million-thus-far,ada_derana,weather,cyclones,Sri Lanka,Weather advisory in effect. Minor inconveniences possible.,low,[],2025-12-10T19:09:49.039006,2025-12-10T19:09:49.039043
1765373989039,"Over 50,000 tourists arrive in first eight days of December","A total of 50,222 tourists have arrived in the country thus far in December, data from the Sri Lanka Tourism Development Authority (SLTDA) shows. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115823/over-50000-tourists-arrive-in-first-eight-days-of-december,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T19:09:49.039581,2025-12-10T19:09:49.039624
1765373989040,"Landslide in Bogahapathana, no injuries or casualties reported","A landslide has been reported in Bogahapathana, Meegahakiula. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115821/landslide-in-bogahapathana-no-injuries-or-casualties-reported,ada_derana,weather,landslides,Sri Lanka,Weather advisory in effect. Minor inconveniences possible.,low,[],2025-12-10T19:09:49.040164,2025-12-10T19:09:49.040198
1765373989040,"Britain sanctions Russian, Chinese entities over disinfo, cyber threats",Britain on Tuesday (Dec 9) sanctioned entities it accused of distorting information in favour of Russia as well as two Chinese companies for alleged cyber activities against the United Kingdom and its allies. MORE..,LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115820/britain-sanctions-russian-chinese-entities-over-disinfo-cyber-threats,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T19:09:49.040776,2025-12-10T19:09:49.040815
1765374336242,Amended timetable of 2025 A/L examination released,"The Ministry of Education has decided that the subjects of the 2025 G.C.E. Advanced Level (A/L) examination which were postponed due to the adverse weather conditions in Sri Lanka will now be conducted from January 12 to January 20, 2026. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115840/amended-timetable-of-2025-al-examination-released,ada_derana,weather,weather_general,Sri Lanka,Weather information update for planning purposes.,info,[],2025-12-10T19:15:36.242702,2025-12-10T19:15:36.242840
1765374336245,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115839/notice-on-reopening-preschools-and-early-childhood-development-centers-,ada_derana,safety,rescue_operations,Sri Lanka,Emergency safety situation requiring immediate attention and precautions.,high,[],2025-12-10T19:15:36.245545,2025-12-10T19:15:36.245658
1765374336250,Russias first aircraft carrying 35 tons of humanitarian aid arrives in Sri Lanka,Russia has dispatched a consignment of 35 metric tons of humanitarian aid to Sri Lanka following the impact of Cyclone Ditwah. MORE..,LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115838/russias-first-aircraft-carrying-35-tons-of-humanitarian-aid-arrives-in-sri-lanka,ada_derana,weather,cyclones,Sri Lanka,Weather information update for planning purposes.,info,[],2025-12-10T19:15:36.250621,2025-12-10T19:15:36.250744
1765374336252,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115837/australia-and-unfpa-partner-to-protect-women-and-girls-in-cyclone-affected-sri-lanka,ada_derana,weather,floods,Sri Lanka,Severe weather conditions posing risks to public safety. Follow official warnings.,high,[],2025-12-10T19:15:36.252688,2025-12-10T19:15:36.253678
1765374336257,Deepavali inscribed on UNESCOs Intangible Cultural Heritage list,"Deepavali  the festival of lights  was on Wednesday (December 10, 2025) inscribed on the UNESCOs Representative List of the Intangible Cultural Heritage of Humanity, sparking celebrations to mark the earning of the coveted tag. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115836/deepavali-inscribed-on-unescos-intangible-cultural-heritage-list,ada_derana,community,community_general,Sri Lanka,General information update for public awareness.,info,[],2025-12-10T19:15:36.257688,2025-12-10T19:15:36.257792
1765374336259,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115835/uae-continues-to-send-aid-to-assist-flood-hit-sri-lanka,ada_derana,weather,floods,Sri Lanka,Severe weather conditions posing risks to public safety. Follow official warnings.,high,[],2025-12-10T19:15:36.259678,2025-12-10T19:15:36.259756
1765374336263,Advisory issued for severe lightning,An Amber advisory has been issued by the Department of Meteorology for severe lightning in the Western and Sabaragamuwa provinces and in Galle and Matara Districts. MORE..,LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115834/advisory-issued-for-severe-lightning,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T19:15:36.263582,2025-12-10T19:15:36.263672
1765374336266,"Significant flooding reported after heavy rainfall in Jeddah, Saudi Arabia","Jeddah, Saudi Arabia has experienced heavy rainfall that has led to significant flooding and traffic congestion across the city. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115833/significant-flooding-reported-after-heavy-rainfall-in-jeddah-saudi-arabia,ada_derana,weather,rainfall_alerts,Sri Lanka,Weather-related disruptions expected. Stay informed about updates.,medium,[],2025-12-10T19:15:36.266115,2025-12-10T19:15:36.266223
1765374336271,Greek Bond case: Ex-CBSL Governor Cabraal released,"Former Central Bank Governor Ajith Nivard Cabraal has been released from the case pertaining to the 2012 purchase of Greek Bonds, subject to conditions, Ada Derana reporter said. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115832/greek-bond-case-ex-cbsl-governor-cabraal-released,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T19:15:36.271110,2025-12-10T19:15:36.271216
1765374336272,Case against Yoshitha and grandmother adjourned pending Daisy Forrests medical report,"The Attorney General informed the Colombo High Court today (10) that Daisy Forrest, the grandmother of Yoshitha Rajapaksa and a defendant in a case filed under the Prevention of Money Laundering Act, is scheduled to undergo a psychiatric medical report tomorrow by the Colombo Judicial Medical Officer. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115831/case-against-yoshitha-and-grandmother-adjourned-pending-daisy-forrests-medical-report,ada_derana,crime,court_legal_updates,Colombo,Law enforcement update for public information.,info,[],2025-12-10T19:15:36.272519,2025-12-10T19:15:36.272625
1765374336275,Homeowners in landslide-prone areas provided with reports on risk level: NBRO,The National Building Research Organisation (NBRO) has extended landslide warnings issued to several areas based on current ground conditions and weather forecasts. MORE..,LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115830/homeowners-in-landslide-prone-areas-provided-with-reports-on-risk-level-nbro-,ada_derana,weather,landslides,Sri Lanka,Weather-related disruptions expected. Stay informed about updates.,medium,[],2025-12-10T19:15:36.275306,2025-12-10T19:15:36.275594
1765374336278,Heavy vehicles barred from using road over Kotmale Dam: Mahaweli Authority,"Heavy vehicles have been barred from using the road over the Kotmale Dam, the Mahaweli Development Authority (MDA) has announced. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115829/heavy-vehicles-barred-from-using-road-over-kotmale-dam-mahaweli-authority,ada_derana,traffic,road_accident,Sri Lanka,Traffic information update for public awareness.,info,[],2025-12-10T19:15:36.278923,2025-12-10T19:15:36.279007
1765374336281,Kolonna Pradeshiya Sabhas budget defeated for the second time,"The annual budget of the Kolonna Pradeshiya Sabha, which is controlled by the National Peoples Power (NPP), has been defeated for the second time. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115828/kolonna-pradeshiya-sabhas-budget-defeated-for-the-second-time,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T19:15:36.281133,2025-12-10T19:15:36.281237
1765374336284,Family dog assists in locating bodies of seven victims in Ambokka landslide,"Highlands surrounding the Ambokka village within the Pallepola Divisional Secretariat area in Matale, have reportedly become increasingly unstable following recent heavy rains. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115827/family-dog-assists-in-locating-bodies-of-seven-victims-in-ambokka-landslide,ada_derana,weather,rainfall_alerts,Sri Lanka,Weather advisory in effect. Minor inconveniences possible.,low,[],2025-12-10T19:15:36.284697,2025-12-10T19:15:36.284799
1765374336286,H-1B visa appointments postponed for many Indians amid US Social Media rules,The US State Departments new social media vetting policy has triggered massive disruptions for H-1B visa applicants in India as many appointments have been postponed to next year. The US Embassy in India issued an advisory to the visa applicants on Tuesday night. MORE..,LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115826/h-1b-visa-appointments-postponed-for-many-indians-amid-us-social-media-rules,ada_derana,government,government_general,Sri Lanka,Policy changes announced. Impact on services expected.,medium,[],2025-12-10T19:15:36.286647,2025-12-10T19:15:36.286748
1765374336289,Google Maps begins updating Sri Lankas road network  Minister,"Google Maps has commenced updating information pertaining Sri Lankas road network covering around 12,000 kilometers, Minister of Transport Bimal Ratnayake has stated. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115825/google-maps-begins-updating-sri-lankas-road-network-minister,ada_derana,traffic,bus_issues,Sri Lanka,Traffic information update for public awareness.,info,[],2025-12-10T19:15:36.289783,2025-12-10T19:15:36.289878
1765374336291,"Rebuilding Sri Lanka Fund receives Rs. 1,893 million thus far","The Rebuilding Sri Lanka programme, initiated to restore the country following the damage caused by Cyclone Ditwah, has received a total of Rs. 1,893 million in funding from domestic sources, overseas Sri Lankans, and various institutions, the Secretary to the Ministry of Finance, Dr. Harshana Suriyapperuma has stated. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115824/rebuilding-sri-lanka-fund-receives-rs-1893-million-thus-far,ada_derana,weather,cyclones,Sri Lanka,Weather advisory in effect. Minor inconveniences possible.,low,[],2025-12-10T19:15:36.291604,2025-12-10T19:15:36.291707
1765374336292,"Over 50,000 tourists arrive in first eight days of December","A total of 50,222 tourists have arrived in the country thus far in December, data from the Sri Lanka Tourism Development Authority (SLTDA) shows. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115823/over-50000-tourists-arrive-in-first-eight-days-of-december,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T19:15:36.292646,2025-12-10T19:15:36.292745
1765374336293,"Landslide in Bogahapathana, no injuries or casualties reported","A landslide has been reported in Bogahapathana, Meegahakiula. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115821/landslide-in-bogahapathana-no-injuries-or-casualties-reported,ada_derana,weather,landslides,Sri Lanka,Weather advisory in effect. Minor inconveniences possible.,low,[],2025-12-10T19:15:36.293898,2025-12-10T19:15:36.293988
1765374336296,"Britain sanctions Russian, Chinese entities over disinfo, cyber threats",Britain on Tuesday (Dec 9) sanctioned entities it accused of distorting information in favour of Russia as well as two Chinese companies for alleged cyber activities against the United Kingdom and its allies. MORE..,LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115820/britain-sanctions-russian-chinese-entities-over-disinfo-cyber-threats,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T19:15:36.295972,2025-12-10T19:15:36.296256
1765374692371,Amended timetable of 2025 A/L examination released,"The Ministry of Education has decided that the subjects of the 2025 G.C.E. Advanced Level (A/L) examination which were postponed due to the adverse weather conditions in Sri Lanka will now be conducted from January 12 to January 20, 2026. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115840/amended-timetable-of-2025-al-examination-released,ada_derana,weather,weather_general,Sri Lanka,Weather information update for planning purposes.,info,[],2025-12-10T19:21:32.371073,2025-12-10T19:21:32.371232
1765374692373,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115839/notice-on-reopening-preschools-and-early-childhood-development-centers-,ada_derana,safety,rescue_operations,Sri Lanka,Emergency safety situation requiring immediate attention and precautions.,high,[],2025-12-10T19:21:32.373008,2025-12-10T19:21:32.373083
1765374692376,Russias first aircraft carrying 35 tons of humanitarian aid arrives in Sri Lanka,Russia has dispatched a consignment of 35 metric tons of humanitarian aid to Sri Lanka following the impact of Cyclone Ditwah. MORE..,LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115838/russias-first-aircraft-carrying-35-tons-of-humanitarian-aid-arrives-in-sri-lanka,ada_derana,weather,cyclones,Sri Lanka,Weather information update for planning purposes.,info,[],2025-12-10T19:21:32.376633,2025-12-10T19:21:32.376793
1765374692378,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115837/australia-and-unfpa-partner-to-protect-women-and-girls-in-cyclone-affected-sri-lanka,ada_derana,weather,floods,Sri Lanka,Severe weather conditions posing risks to public safety. Follow official warnings.,high,[],2025-12-10T19:21:32.378792,2025-12-10T19:21:32.378943
1765374692382,Deepavali inscribed on UNESCOs Intangible Cultural Heritage list,"Deepavali  the festival of lights  was on Wednesday (December 10, 2025) inscribed on the UNESCOs Representative List of the Intangible Cultural Heritage of Humanity, sparking celebrations to mark the earning of the coveted tag. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115836/deepavali-inscribed-on-unescos-intangible-cultural-heritage-list,ada_derana,community,community_general,Sri Lanka,General information update for public awareness.,info,[],2025-12-10T19:21:32.382895,2025-12-10T19:21:32.383060
1765374692385,UAE continues to send aid to assist flood-hit Sri Lanka,The UAEs eight humanitarian aid aircraft has arrived in Sri Lanka on Tuesday in efforts to support the country following deadly floods and landslides. MORE..,LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115835/uae-continues-to-send-aid-to-assist-flood-hit-sri-lanka,ada_derana,weather,floods,Sri Lanka,Severe weather conditions posing risks to public safety. Follow official warnings.,high,[],2025-12-10T19:21:32.385192,2025-12-10T19:21:32.385299
1765374692386,Advisory issued for severe lightning,An Amber advisory has been issued by the Department of Meteorology for severe lightning in the Western and Sabaragamuwa provinces and in Galle and Matara Districts. MORE..,LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115834/advisory-issued-for-severe-lightning,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T19:21:32.386063,2025-12-10T19:21:32.386111
1765374692386,"Significant flooding reported after heavy rainfall in Jeddah, Saudi Arabia","Jeddah, Saudi Arabia has experienced heavy rainfall that has led to significant flooding and traffic congestion across the city. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115833/significant-flooding-reported-after-heavy-rainfall-in-jeddah-saudi-arabia,ada_derana,weather,rainfall_alerts,Sri Lanka,Weather-related disruptions expected. Stay informed about updates.,medium,[],2025-12-10T19:21:32.386714,2025-12-10T19:21:32.386761
1765374692388,Greek Bond case: Ex-CBSL Governor Cabraal released,"Former Central Bank Governor Ajith Nivard Cabraal has been released from the case pertaining to the 2012 purchase of Greek Bonds, subject to conditions, Ada Derana reporter said. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115832/greek-bond-case-ex-cbsl-governor-cabraal-released,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T19:21:32.388077,2025-12-10T19:21:32.388247
1765374692389,Case against Yoshitha and grandmother adjourned pending Daisy Forrests medical report,"The Attorney General informed the Colombo High Court today (10) that Daisy Forrest, the grandmother of Yoshitha Rajapaksa and a defendant in a case filed under the Prevention of Money Laundering Act, is scheduled to undergo a psychiatric medical report tomorrow by the Colombo Judicial Medical Officer. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115831/case-against-yoshitha-and-grandmother-adjourned-pending-daisy-forrests-medical-report,ada_derana,crime,court_legal_updates,Colombo,Law enforcement update for public information.,info,[],2025-12-10T19:21:32.389862,2025-12-10T19:21:32.389923
1765374692390,Homeowners in landslide-prone areas provided with reports on risk level: NBRO,The National Building Research Organisation (NBRO) has extended landslide warnings issued to several areas based on current ground conditions and weather forecasts. MORE..,LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115830/homeowners-in-landslide-prone-areas-provided-with-reports-on-risk-level-nbro-,ada_derana,weather,landslides,Sri Lanka,Weather-related disruptions expected. Stay informed about updates.,medium,[],2025-12-10T19:21:32.390556,2025-12-10T19:21:32.390625
1765374692391,Heavy vehicles barred from using road over Kotmale Dam: Mahaweli Authority,"Heavy vehicles have been barred from using the road over the Kotmale Dam, the Mahaweli Development Authority (MDA) has announced. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115829/heavy-vehicles-barred-from-using-road-over-kotmale-dam-mahaweli-authority,ada_derana,traffic,road_accident,Sri Lanka,Traffic information update for public awareness.,info,[],2025-12-10T19:21:32.391976,2025-12-10T19:21:32.392027
1765374692392,Kolonna Pradeshiya Sabhas budget defeated for the second time,"The annual budget of the Kolonna Pradeshiya Sabha, which is controlled by the National Peoples Power (NPP), has been defeated for the second time. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115828/kolonna-pradeshiya-sabhas-budget-defeated-for-the-second-time,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T19:21:32.392430,2025-12-10T19:21:32.392474
1765374692393,Family dog assists in locating bodies of seven victims in Ambokka landslide,"Highlands surrounding the Ambokka village within the Pallepola Divisional Secretariat area in Matale, have reportedly become increasingly unstable following recent heavy rains. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115827/family-dog-assists-in-locating-bodies-of-seven-victims-in-ambokka-landslide,ada_derana,weather,rainfall_alerts,Sri Lanka,Weather advisory in effect. Minor inconveniences possible.,low,[],2025-12-10T19:21:32.393082,2025-12-10T19:21:32.393124
1765374692393,H-1B visa appointments postponed for many Indians amid US Social Media rules,The US State Departments new social media vetting policy has triggered massive disruptions for H-1B visa applicants in India as many appointments have been postponed to next year. The US Embassy in India issued an advisory to the visa applicants on Tuesday night. MORE..,LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115826/h-1b-visa-appointments-postponed-for-many-indians-amid-us-social-media-rules,ada_derana,government,government_general,Sri Lanka,Policy changes announced. Impact on services expected.,medium,[],2025-12-10T19:21:32.393825,2025-12-10T19:21:32.393880
1765374692397,Google Maps begins updating Sri Lankas road network  Minister,"Google Maps has commenced updating information pertaining Sri Lankas road network covering around 12,000 kilometers, Minister of Transport Bimal Ratnayake has stated. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115825/google-maps-begins-updating-sri-lankas-road-network-minister,ada_derana,traffic,bus_issues,Sri Lanka,Traffic information update for public awareness.,info,[],2025-12-10T19:21:32.397568,2025-12-10T19:21:32.397721
1765374692399,"Rebuilding Sri Lanka Fund receives Rs. 1,893 million thus far","The Rebuilding Sri Lanka programme, initiated to restore the country following the damage caused by Cyclone Ditwah, has received a total of Rs. 1,893 million in funding from domestic sources, overseas Sri Lankans, and various institutions, the Secretary to the Ministry of Finance, Dr. Harshana Suriyapperuma has stated. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115824/rebuilding-sri-lanka-fund-receives-rs-1893-million-thus-far,ada_derana,weather,cyclones,Sri Lanka,Weather advisory in effect. Minor inconveniences possible.,low,[],2025-12-10T19:21:32.399181,2025-12-10T19:21:32.399230
1765374692399,"Over 50,000 tourists arrive in first eight days of December","A total of 50,222 tourists have arrived in the country thus far in December, data from the Sri Lanka Tourism Development Authority (SLTDA) shows. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115823/over-50000-tourists-arrive-in-first-eight-days-of-december,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T19:21:32.399607,2025-12-10T19:21:32.399651
1765374692400,"Landslide in Bogahapathana, no injuries or casualties reported","A landslide has been reported in Bogahapathana, Meegahakiula. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115821/landslide-in-bogahapathana-no-injuries-or-casualties-reported,ada_derana,weather,landslides,Sri Lanka,Weather advisory in effect. Minor inconveniences possible.,low,[],2025-12-10T19:21:32.400140,2025-12-10T19:21:32.400191
1765374692400,"Britain sanctions Russian, Chinese entities over disinfo, cyber threats",Britain on Tuesday (Dec 9) sanctioned entities it accused of distorting information in favour of Russia as well as two Chinese companies for alleged cyber activities against the United Kingdom and its allies. MORE..,LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115820/britain-sanctions-russian-chinese-entities-over-disinfo-cyber-threats,ada_derana,general,general_news,Sri Lanka,General news update for public information,info,[],2025-12-10T19:21:32.400664,2025-12-10T19:21:32.400715
1765374836526,Amended timetable of 2025 A/L examination released,"The Ministry of Education has decided that the subjects of the 2025 G.C.E. Advanced Level (A/L) examination which were postponed due to the adverse weather conditions in Sri Lanka will now be conducted from January 12 to January 20, 2026. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115840/amended-timetable-of-2025-al-examination-released,ada_derana,weather,weather_general,Sri Lanka,Weather information update for planning purposes.,info,[],2025-12-10T19:23:56.526651,2025-12-10T19:23:56.526781
1765374836529,Notice on reopening preschools and early childhood development centers,All preschools and early childhood development centers that were closed due to the emergency disaster situation and are now deemed safe to resume operations will be reopened from 16 December 2025. MORE..,LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115839/notice-on-reopening-preschools-and-early-childhood-development-centers-,ada_derana,safety,rescue_operations,Sri Lanka,Emergency safety situation requiring immediate attention and precautions.,high,[],2025-12-10T19:23:56.529134,2025-12-10T19:23:56.529245
1765374836534,Russias first aircraft carrying 35 tons of humanitarian aid arrives in Sri Lanka,Russia has dispatched a consignment of 35 metric tons of humanitarian aid to Sri Lanka following the impact of Cyclone Ditwah. MORE..,LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115838/russias-first-aircraft-carrying-35-tons-of-humanitarian-aid-arrives-in-sri-lanka,ada_derana,weather,cyclones,Sri Lanka,Weather information update for planning purposes.,info,[],2025-12-10T19:23:56.534326,2025-12-10T19:23:56.534434
1765374836536,Australia and UNFPA partner to protect women and girls in cyclone-affected Sri Lanka,"Australia and the United Nations Population Fund (UNFPA) have partnered to deliver urgent humanitarian assistance to protect women and girls across Sri Lanka, affected by catastrophic floods and landslides triggered by Cyclone Ditwah, one of the most devastating climate-related disasters to strike the island nation in recent years. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115837/australia-and-unfpa-partner-to-protect-women-and-girls-in-cyclone-affected-sri-lanka,ada_derana,weather,floods,Sri Lanka,Severe weather conditions posing risks to public safety. Follow official warnings.,high,[],2025-12-10T19:23:56.536037,2025-12-10T19:23:56.536134
1765374836539,Deepavali inscribed on UNESCOs Intangible Cultural Heritage list,"Deepavali  the festival of lights  was on Wednesday (December 10, 2025) inscribed on the UNESCOs Representative List of the Intangible Cultural Heritage of Humanity, sparking celebrations to mark the earning of the coveted tag. MORE..",LIVE🔴Ada Derana Prime Time News Bulletin 6.55 pm,https://www.adaderana.lk/news/115836/deepavali-inscribed-on-unescos-intangible-cultural-heritage-list,ada_derana,community,community_general,Sri Lanka,General information update for public awareness.,info,[],2025-12-10T19:23:56.539332,2025-12-10T19:23:56.539437
